Run.ID,Fuel,Fuel.DESCRIPTION,Technology,Technology.DESCRIPTION,Emission,Emission.DESCRIPTION,Year,RateOfDemand,Demand,NumberOfNewTechnologyUnits,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,RateOfActivity,RateOfTotalActivity,TotalTechnologyAnnualActivity,TotalAnnualTechnologyActivityByMode,TotalTechnologyModelPeriodActivity,RateOfProductionByTechnologyByMode,RateOfProductionByTechnology,ProductionByTechnology,ProductionByTechnologyAnnual,RateOfProduction,Production,RateOfUseByTechnologyByMode,RateOfUseByTechnology,UseByTechnologyAnnual,UseByTechnology,UseAnnual,CapitalInvestment,DiscountedCapitalInvestment,SalvageValue,DiscountedSalvageValue,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,TotalDiscountedCost,TotalCapacityInReserveMargin,DemandNeedingReserveMargin,TotalREProductionAnnual,RETotalProductionOfTargetFuelAnnual,AnnualTechnologyEmissionByMode,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,DiscountedTechnologyEmissionsPenalty,AnnualEmissions,ModelPeriodEmissions
DDP50,,,Tierra_agropecuaria,,,,2029,,,,9.42273,9.42273,9.42273,9.42273,9.42273,9.42273,9.42273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Tierra_agropecuaria,,,,2030,,,,9.45069,9.45069,9.45069,9.45069,9.45069,9.45069,9.45069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Tierra_agropecuaria,,,,2031,,,,9.47488,9.47488,9.47488,9.47488,9.47488,9.47488,9.47488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Tierra_agropecuaria,,,,2032,,,,9.5001,9.5001,9.5001,9.5001,9.5001,9.5001,9.5001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Tierra_agropecuaria,,,,2033,,,,9.52559,9.52559,9.52559,9.52559,9.52559,9.52559,9.52559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Tierra_agropecuaria,,,,2034,,,,9.54844,9.54844,9.54844,9.54844,9.54844,9.54844,9.54844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Tierra_agropecuaria,,,,2035,,,,9.57041,9.57041,9.57041,9.57041,9.57041,9.57041,9.57041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Tierra_agropecuaria,,,,2036,,,,9.59093,9.59093,9.59093,9.59093,9.59093,9.59093,9.59093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Tierra_agropecuaria,,,,2037,,,,9.61004,9.61004,9.61004,9.61004,9.61004,9.61004,9.61004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Tierra_agropecuaria,,,,2038,,,,9.62847,9.62847,9.62847,9.62847,9.62847,9.62847,9.62847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Tierra_agropecuaria,,,,2039,,,,9.64724,9.64724,9.64724,9.64724,9.64724,9.64724,9.64724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Tierra_agropecuaria,,,,2040,,,,9.6648,9.6648,9.6648,9.6648,9.6648,9.6648,9.6648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Tierra_agropecuaria,,,,2041,,,,9.68181,9.68181,9.68181,9.68181,9.68181,9.68181,9.68181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Tierra_agropecuaria,,,,2042,,,,9.69808,9.69808,9.69808,9.69808,9.69808,9.69808,9.69808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Tierra_agropecuaria,,,,2043,,,,9.71272,9.71272,9.71272,9.71272,9.71272,9.71272,9.71272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Tierra_agropecuaria,,,,2044,,,,9.72777,9.72777,9.72777,9.72777,9.72777,9.72777,9.72777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Tierra_agropecuaria,,,,2045,,,,9.7415,9.7415,9.7415,9.7415,9.7415,9.7415,9.7415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Tierra_agropecuaria,,,,2046,,,,9.7556,9.7556,9.7556,9.7556,9.7556,9.7556,9.7556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Tierra_agropecuaria,,,,2047,,,,9.768,9.768,9.768,9.768,9.768,9.768,9.768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Tierra_agropecuaria,,,,2048,,,,9.77954,9.77954,9.77954,9.77954,9.77954,9.77954,9.77954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Tierra_agropecuaria,,,,2049,,,,9.79044,9.79044,9.79044,9.79044,9.79044,9.79044,9.79044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Tierra_agropecuaria,,,,2050,,,,9.80048,9.80048,9.80048,9.80048,9.80048,9.80048,9.80048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Tierra_agropecuaria,,,,2051,,,,9.8092,9.8092,9.8092,9.8092,9.8092,9.8092,9.8092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Tierra_agropecuaria,,,,2052,,,,9.81715,9.81715,9.81715,9.81715,9.81715,9.81715,9.81715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Tierra_agropecuaria,,,,2053,,,,9.82437,9.82437,9.82437,9.82437,9.82437,9.82437,9.82437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Tierra_agropecuaria,,,,2054,,,,9.8309,9.8309,9.8309,9.8309,9.8309,9.8309,9.8309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Tierra_agropecuaria,,,,2055,,,,9.83672,9.83672,9.83672,9.83672,9.83672,9.83672,9.83672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Tierra_agropecuaria,,,,2056,,,,9.84179,9.84179,9.84179,9.84179,9.84179,9.84179,9.84179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Tierra_agropecuaria,,,,2057,,,,9.84612,9.84612,9.84612,9.84612,9.84612,9.84612,9.84612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Tierra_agropecuaria,,,,2058,,,,9.84971,9.84971,9.84971,9.84971,9.84971,9.84971,9.84971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Tierra_agropecuaria,,,,2059,,,,9.85255,9.85255,9.85255,9.85255,9.85255,9.85255,9.85255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Tierra_agropecuaria,,,,2060,,,,9.85468,9.85468,9.85468,9.85468,9.85468,9.85468,9.85468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Tierra_agropecuaria,,,,2061,,,,9.85604,9.85604,9.85604,9.85604,9.85604,9.85604,9.85604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
